ind1, ind2,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
136,6452,JF104802,12/10/2021 10:27:00 AM,014XX E 72ND ST,0810,THEFT,OVER $500,RESIDENCE,N,N,324,8,06,,,41.7642805967953,-87.59052311755795,
137,6491,JF136500,12/20/2021 10:00:00 PM,031XX S RACINE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,913,11,07,,,41.877332831623434,-87.657120022933,
138,6541,JF137072,08/16/2021 08:00:00 AM,014XX W SUPERIOR ST,0560,ASSAULT,SIMPLE,SCHOOL - PUBLIC GROUNDS,N,N,1215,27,08A,,,41.89568965707172,-87.63308449245461,
139,6547,JE285952,07/01/2021 12:30:00 PM,003XX S KILBOURN AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),OTHER (SPECIFY),Y,N,1131,28,18,,,,,
140,6604,JF131557,02/01/2022 06:20:00 PM,042XX W WILCOX ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),N,N,1115,28,11,,,,,
141,6608,JF136859,09/01/2021 08:00:00 AM,054XX S DREXEL AVE,0810,THEFT,OVER $500,APARTMENT,N,N,233,5,06,,,,,
142,6633,JF136185,11/09/2021 09:40:00 PM,026XX N CLARK ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1935,43,06,,,41.88604828571428,-87.63109328571429,
143,6687,JF136184,11/29/2021 12:04:00 PM,026XX N CLARK ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1935,43,06,,,41.88606971428571,-87.63087371428571,
144,6790,JF169043,03/08/2022 03:05:00 PM,053XX W MONTROSE AVE,0810,THEFT,OVER $500,APARTMENT,N,N,1624,38,06,,,,,
145,6827,JF171549,11/19/2021 01:00:00 AM,050XX W VAN BUREN ST,0810,THEFT,OVER $500,STREET,N,N,1533,29,06,,,41.8767957,-87.6379972,
146,6839,JF172578,03/08/2022 10:35:00 AM,017XX W ERIE ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1215,1,06,,,41.89337589724463,-87.67019393023632,
147,6854,JF166769,03/08/2022 12:33:00 AM,040XX N RICHMOND ST,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,1724,33,06,,,41.9339009,-87.7013421,
148,6998,JE434479,10/22/2021 12:13:00 PM,017XX N LEAVITT ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1434,32,06,,,41.913737000000005,-87.68231373469388,
149,7044,JE270433,06/18/2021 09:23:00 AM,008XX N TRUMBULL AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),STREET,Y,N,1121,27,18,,,41.8954931,-87.7126657,
150,7063,JE382379,09/19/2021 10:05:00 PM,016XX N CLARK ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER (SPECIFY),N,N,1814,43,14,,,41.91144212822539,-87.63192787709593,
151,7214,JF100326,12/30/2021 03:15:00 PM,006XX N ST CLAIR ST,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,1834,42,06,,,41.8910597,-87.6226514,
152,7249,JE322178,08/01/2021 12:43:00 PM,039XX W JACKSON BLVD,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,Y,N,1132,28,18,,,41.87703144968824,-87.72348520629961,
153,7498,JE493652,12/30/2021 03:29:00 PM,047XX N LAPORTE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1623,45,06,,,,,
154,7871,JF104004,12/17/2021 01:02:00 PM,074XX S PHILLIPS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,334,7,08B,,,41.7280838,-87.5645518,
155,7910,JE482573,12/19/2021 04:00:00 AM,108XX S AVENUE M,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,432,10,14,,,41.69873750959045,-87.53758802842277,
156,7959,JF120917,10/22/2021 05:07:00 PM,117XX S MARSHFIELD AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,2234,34,06,,,41.680981031848155,-87.66256600133815,
157,8011,JF104237,12/18/2021 11:00:00 AM,032XX N ASHLAND AVE,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,N,N,1922,44,08B,,,41.9400587402728,-87.66856191771507,
158,8024,JF136581,07/21/2021 09:00:00 AM,049XX N MENARD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,1622,45,11,,,41.888907421572426,-87.770037,
159,8029,JF103913,12/29/2021 12:30:00 PM,032XX W Grand Ave,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1121,27,06,,,41.89847687320775,-87.7073009376755,
160,8036,JF104674,12/10/2021 10:00:00 AM,008XX W 85TH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,613,21,11,,,,,
161,8082,JF101414,11/22/2021 01:00:00 AM,027XX W HARRISON ST,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,N,Y,1135,28,02,,,41.87372115970211,-87.69504783326452,
162,8087,JF104752,12/20/2021 12:00:00 AM,110XX S PEORIA ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,2233,34,11,,,41.693886285760364,-87.64497250848937,
163,8104,JF104701,12/20/2021 03:20:00 PM,018XX S CENTRAL PARK AVE,0890,THEFT,FROM BUILDING,RESIDENCE - YARD (FRONT / BACK),N,N,1014,24,06,,,41.7669722,-87.7128957,
164,8199,JF137495,11/24/2021 08:00:00 PM,076XX S PULASKI RD,0810,THEFT,OVER $500,SIDEWALK,N,N,833,18,06,,,41.84982805,-87.72506655978589,
165,8214,JF136035,07/26/2021 10:00:00 AM,008XX N CHRISTIANA AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,1121,27,11,,,,,
166,8217,JE493985,11/29/2021 07:00:00 PM,009XX N MICHIGAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,DEPARTMENT STORE,N,N,1833,42,11,,,41.886599950000004,-87.62500286339855,
167,8219,JF117590,01/16/2022 12:37:00 AM,0000X E LAKE ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,ALLEY,N,N,111,42,14,,,41.8858348,-87.6206929,
168,8335,JE172250,03/18/2021 09:35:00 AM,033XX W FILLMORE ST,2050,NARCOTICS,CRIMINAL DRUG CONSPIRACY,POLICE FACILITY / VEHICLE PARKING LOT,Y,N,1134,24,18,,,41.86827067285778,-87.7087597934401,
169,8343,JF151320,02/19/2022 11:50:00 AM,064XX N SHERIDAN RD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,2432,49,06,,,41.95355,-87.6545196,
170,8345,JF155687,12/27/2021 07:30:00 AM,086XX S SOUTH CHICAGO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,423,7,07,,,41.72560825,-87.55033539863427,
171,8352,JF136571,10/24/2021 10:03:00 AM,010XX N OAKLEY BLVD,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,1212,1,11,,,41.88318342365916,-87.6839071480626,
172,8368,JE324719,08/03/2021 03:40:00 PM,034XX W FLOURNOY ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,Y,N,1133,24,18,,,41.87263739025175,-87.71112704204555,
173,8479,JF136565,11/24/2021 02:42:00 PM,002XX E CHICAGO AVE,0266,CRIMINAL SEXUAL ASSAULT,PREDATORY,HOSPITAL BUILDING / GROUNDS,N,N,1833,2,02,,,,,
174,8547,JE381029,09/19/2021 02:15:00 AM,0000X W HUBBARD ST,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,N,N,1831,42,06,,,41.890145,-87.628177,
175,8632,JE325817,08/04/2021 11:45:00 AM,034XX W LAKE ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),PARK PROPERTY,Y,N,1123,28,18,,,41.88459476770821,-87.71182023443485,
176,8760,JF104495,08/25/2021 10:54:00 AM,019XX S RIDGEWAY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,1014,24,08A,,,41.85463224674545,-87.71888311165617,
177,8810,JF104747,12/25/2021 06:00:00 PM,046XX N SPAULDING AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,1713,33,11,,,41.8962172,-87.70843565913057,
178,8814,JF104678,11/01/2021 12:00:00 AM,048XX S CHICAGO BEACH DR,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,222,4,06,,,,,
179,8819,JF100824,12/30/2021 12:00:00 PM,027XX W FLOURNOY ST,1562,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,APARTMENT,N,N,1135,28,17,,,41.8725463,-87.7247218,
180,8841,JF104808,12/26/2021 04:00:00 PM,020XX S MICHIGAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,COMMERCIAL / BUSINESS OFFICE,N,N,131,3,11,,,41.8610152,-87.6240099,
181,8843,JE493777,12/30/2021 02:05:00 PM,008XX S MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOTEL / MOTEL,N,N,123,4,11,,,41.880987166666664,-87.62455183333333,
182,8844,JF136427,01/30/2022 10:00:00 AM,013XX N SANDBURG TER,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),N,N,1821,2,11,,,41.9110839,-87.6324747,
183,8855,JE218261,05/03/2021 12:07:00 PM,070XX S CHAPPEL AVE,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,RESIDENCE - PORCH / HALLWAY,Y,N,331,5,18,,,,,
184,8903,JF104788,10/17/2021 05:39:00 PM,002XX N CANAL ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,N,N,1214,42,11,,,,,
185,8941,JF155973,12/14/2021 04:00:00 PM,003XX S FRANKLIN ST,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",COMMERCIAL / BUSINESS OFFICE,N,N,122,42,11,,,41.88166212170386,-87.63519575912521,
186,8945,JF136730,11/22/2021 08:00:00 AM,056XX S KOLIN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,813,13,11,,,,,
187,8956,JF136610,12/29/2021 09:00:00 AM,054XX N PIONEER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,1614,41,11,,,41.9539886,-87.8318131,
188,8961,JF108493,12/11/2021 09:00:00 AM,035XX N BELL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,1921,47,11,,,41.88748520683019,-87.68303640292686,
189,8975,JF136188,01/24/2022 11:30:00 AM,002XX N COLUMBUS DR,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),N,N,114,42,11,,,41.8879279,-87.6207187,
190,8990,JF120600,10/01/2021 09:00:00 AM,013XX N LOREL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,2532,37,11,,,41.88350515092433,-87.75896142567646,
191,9007,JE310044,07/22/2021 11:09:00 AM,056XX S WELLS ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VEHICLE NON-COMMERCIAL,Y,N,711,3,18,,,41.874846369414286,-87.63374865708592,
192,9008,JF137396,12/14/2021 10:27:00 AM,078XX S LANGLEY AVE,0810,THEFT,OVER $500,APARTMENT,N,N,624,6,06,,,41.8247927,-87.6101361,
193,9017,JE317301,07/28/2021 01:01:00 PM,002XX N PINE AVE,2027,NARCOTICS,POSSESS - CRACK,ALLEY,Y,N,1523,37,18,,,41.9328102,-87.6414431,
194,9036,JF136455,12/26/2021 12:00:00 PM,021XX W 70TH PL,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,735,17,11,,,41.7650173,-87.7217969,
195,9045,JF120565,12/30/2021 02:24:00 PM,010XX N WOLCOTT AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1212,2,06,,,41.89997249498092,-87.6746124989316,
196,9074,JF136748,12/26/2021 10:00:00 AM,018XX W 83RD ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,N,N,614,17,11,,,41.743504117647056,-87.628816,
197,9078,JF105195,12/24/2021 09:00:00 AM,007XX N MICHIGAN AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,DEPARTMENT STORE,N,N,1833,2,11,,,41.886599950000004,-87.62500286339855,
198,9079,JF136420,01/10/2022 10:35:00 AM,0000X N Wacker Dr,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,N,N,122,42,06,,,,,
199,9091,JF136903,11/22/2021 12:00:00 AM,022XX W BELMONT AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,1921,32,11,,,41.93958823883574,-87.68375205715706,
200,9100,JF136834,11/10/2021 06:30:00 PM,034XX W BERTEAU AVE,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,1723,35,06,,,41.9567321,-87.7744508,
201,9107,JF136441,12/29/2021 11:06:00 AM,050XX W PARKER AVE,1581,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,RESIDENCE,N,Y,2521,31,17,,,41.9305294,-87.7458703,
202,9119,JF136661,11/29/2021 09:00:00 AM,049XX W CRYSTAL ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,N,N,2533,37,11,,,,,
203,9136,JE270338,06/18/2021 09:53:53 AM,062XX S LAFLIN ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,Y,N,713,16,18,,,41.880724,-87.66412992442858,
204,9139,JE494367,12/31/2021 08:30:00 PM,052XX W LAKE ST,0460,BATTERY,SIMPLE,SIDEWALK,N,N,1523,37,08B,,,41.88527465,-87.6423416246073,
205,9156,JF145978,12/30/2021 12:00:00 AM,025XX W CORTEZ ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),N,N,1211,1,11,,,41.900273,-87.6896471,
206,9196,JF104807,10/01/2021 12:00:00 AM,032XX N ASHLAND AVE,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,N,N,1922,44,08B,,,41.88871364285714,-87.666956,
207,9209,JE327066,08/04/2021 03:00:00 PM,100XX W OHARE ST,2091,NARCOTICS,FORFEIT PROPERTY,AIRPORT/AIRCRAFT,Y,N,1651,41,18,,,,,
208,9223,JF151089,02/19/2022 04:00:00 AM,073XX S CICERO AVE,0810,THEFT,OVER $500,HOTEL / MOTEL,N,N,833,18,06,,,41.87072413970639,-87.74480145645907,
209,9253,JE493799,12/31/2021 05:07:00 AM,001XX W WACKER DR,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,RESIDENCE - GARAGE,N,N,122,42,11,,,41.88678921428571,-87.62857914285715,
210,9262,JF155760,02/19/2022 12:05:00 AM,042XX W 36th ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1031,22,06,,,41.82723021368223,-87.73119702425527,
211,9271,JE282352,06/28/2021 11:33:00 AM,003XX N AVERS AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VEHICLE NON-COMMERCIAL,Y,N,1122,37,18,,,41.892173,-87.7223226,
212,9276,JE318211,07/29/2021 09:01:00 AM,031XX W ARTHINGTON ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,Y,N,1134,24,18,,,41.8701283,-87.6984464,
213,9285,JE311088,07/23/2021 09:25:00 AM,006XX N RIDGEWAY AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VACANT LOT / LAND,Y,N,1122,27,18,,,,,
214,9286,JE325813,08/04/2021 11:59:00 AM,055XX S EMERALD AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VEHICLE NON-COMMERCIAL,Y,N,711,20,18,,,41.6687273,-87.6404042,
215,9298,JF154311,09/25/2021 12:00:00 PM,063XX W CUYLER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,1624,38,11,,,,,
216,9307,JF155747,09/23/2021 09:00:00 AM,063XX S MORGAN ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,724,16,11,,,41.8680553,-87.6511287,
217,9316,JF150629,02/19/2022 08:10:00 PM,016XX E 55TH ST,0810,THEFT,OVER $500,SIDEWALK,N,N,234,5,06,,,41.795119161627554,-87.58614164111236,
218,9338,JF105177,12/28/2021 11:00:00 AM,013XX N CLEVELAND AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,1821,27,11,,,41.90616042857143,-87.640976,
219,9353,JE317134,07/28/2021 11:28:00 AM,040XX W CONGRESS PKWY,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),STREET,Y,N,1132,28,18,,,41.87442298057019,-87.72683314686734,
220,9368,JF138059,12/08/2021 12:00:00 PM,0000X E GRAND AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1834,42,06,,,41.891759,-87.627908,
221,9403,JF150060,05/01/2021 12:00:00 AM,059XX S INDIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,232,20,08B,,,41.85770755,-87.62204977108205,
222,9425,JF105207,12/26/2021 12:00:00 AM,059XX S NATOMA AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,812,13,11,,,41.7885802,-87.7877658,
223,9445,JE318357,07/29/2021 10:12:00 AM,034XX W LAKE ST,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,PARK PROPERTY,Y,N,1123,28,18,,,41.88580979970458,-87.63661641757753,
224,9452,JF104821,12/31/2021 02:00:00 PM,043XX S ST LAWRENCE AVE,0810,THEFT,OVER $500,RESIDENCE - YARD (FRONT / BACK),N,N,221,4,06,,,41.6536061,-87.6075775,
225,9506,JE412909,10/17/2021 03:00:00 PM,014XX S MUSEUM CAMPUS DR,0460,BATTERY,SIMPLE,SPORTS ARENA / STADIUM,Y,N,132,4,08B,,,41.8662155,-87.6137248,
226,9509,JF105635,12/14/2021 07:00:00 AM,010XX S CLARK ST,0810,THEFT,OVER $500,APARTMENT,N,Y,123,4,06,,,41.87994652576003,-87.6309448378003,
227,9556,JF155537,12/31/2021 12:20:00 PM,096XX S UNION AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,Y,2223,21,26,,,,,
228,9566,JF120588,12/24/2021 09:00:00 AM,023XX W POLK ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,N,N,1225,28,11,,,41.87125970078497,-87.68515796860127,
229,9567,JF137359,12/30/2021 06:35:00 AM,022XX W Cortez St,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,1212,2,06,,,41.900273,-87.6896471,
230,9583,JE413634,10/17/2021 12:07:00 AM,065XX W GRAND AVE,0460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2512,36,08B,,,41.8913,-87.64525245516981,
231,9634,JF150443,02/19/2022 01:15:00 AM,003XX W CHICAGO AVE,0890,THEFT,FROM BUILDING,BAR OR TAVERN,N,N,1831,42,06,,,41.89656289285714,-87.63058375,
232,9655,JF104786,12/02/2021 01:00:00 PM,082XX S HERMITAGE AVE,0810,THEFT,OVER $500,RESIDENCE - YARD (FRONT / BACK),N,N,614,21,06,,,41.7685225,-87.667559,
233,9877,JF104777,12/11/2021 09:05:00 PM,005XX W MADISON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,TAXICAB,N,N,121,42,11,,,41.88207273125483,-87.62986788714288,
234,9955,JF151573,02/19/2022 03:00:00 AM,045XX S DREXEL BLVD,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,221,4,06,,,,,
235,9966,JE415930,10/18/2021 06:00:00 PM,018XX N HALSTED ST,0820,THEFT,$500 AND UNDER,RESTAURANT,N,N,1813,43,06,,,41.88547411111111,-87.64735822222222,
236,10131,JF106790,10/18/2021 12:00:00 AM,008XX W LAWRENCE AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,OTHER (SPECIFY),Y,Y,2024,46,20,,,41.9690254,-87.6593202,
237,10202,JF155696,10/28/2021 01:00:00 PM,060XX S SAWYER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,823,23,11,,,41.78396299230269,-87.7046043623836,
238,10234,JF152828,06/14/2021 12:00:00 AM,028XX N RUTHERFORD AVE,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,RESIDENCE,Y,N,2511,36,17,,,41.9309101,-87.7942347,
239,10303,JF150878,02/20/2022 10:00:00 PM,065XX W SHAKESPEARE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,2512,29,08B,,,41.91913506521739,-87.78823091304348,
240,10320,JF174086,04/01/2021 09:00:00 AM,041XX N CLARENDON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,1915,46,11,,,41.9534965,-87.6496878,
241,10365,JF120785,12/28/2021 05:00:00 PM,118XX S ARTESIAN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,2212,19,11,,,41.67879827951076,-87.68186516977252,
242,10428,JF120880,12/18/2021 12:00:00 PM,034XX N NEENAH AVE,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,RESIDENCE,N,N,1632,38,10,,,41.9419257,-87.7898424,
243,10481,JF120555,10/31/2021 11:59:00 AM,082XX S LANGLEY AVE,0890,THEFT,FROM BUILDING,RESIDENCE - YARD (FRONT / BACK),N,N,631,6,06,,,41.745225283582506,-87.60760369491182,
244,10492,JF104859,12/17/2021 03:00:00 PM,055XX S SAWYER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SCHOOL - PRIVATE BUILDING,N,N,822,14,14,,,41.6933768,-87.7021506,
245,10671,JE264143,06/13/2021 07:14:00 AM,0000X E CONGRESS PKWY,0330,ROBBERY,AGGRAVATED,STREET,Y,N,123,42,03,,,41.8757568002752,-87.62669475097366,
246,10829,JF119796,10/05/2021 12:01:00 AM,011XX W WOLFRAM ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,Y,1933,44,26,,,41.93357978623197,-87.65675389577441,
247,10868,JE416137,10/18/2021 11:30:00 PM,011XX N CLARK ST,0810,THEFT,OVER $500,CTA TRAIN,N,N,1824,2,06,,,41.90221704235185,-87.63128809017986,
248,11083,JF120989,12/30/2021 10:00:00 AM,012XX S KILDARE AVE,0810,THEFT,OVER $500,APARTMENT,N,N,1011,24,06,,,41.878907,-87.732854,
249,11100,JF105051,12/15/2021 10:45:00 PM,020XX S INDIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,132,3,14,,,41.8641477,-87.6223933,
250,11129,JF105147,12/31/2021 01:00:00 PM,047XX W BELLE PLAINE AVE,0560,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),N,N,1722,45,08A,,,41.95556738888889,-87.74638938888889,
251,11166,JF120912,12/18/2021 12:52:00 PM,057XX S MAPLEWOOD AVE,0810,THEFT,OVER $500,STREET,N,N,824,16,06,,,41.87405779865304,-87.69071760945967,
252,11171,JF138024,02/01/2022 10:35:00 AM,015XX W Addison St,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1922,44,06,,,41.94693907101872,-87.66691735819782,
253,11196,JF103553,12/29/2021 05:49:00 PM,064XX S DR MARTIN LUTHER KING JR DR,1754,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,APARTMENT,N,N,312,20,02,,,,,
254,11197,JF104921,11/05/2021 12:00:00 PM,088XX S STONY ISLAND AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,N,N,412,8,11,,,41.7306131,-87.5850567,
255,11206,JF104827,12/22/2021 12:20:00 PM,004XX W ST JAMES PL,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1935,43,06,,,,,
256,11212,JF105097,12/22/2021 10:00:00 AM,015XX S SANGAMON ST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,APARTMENT,N,N,1232,11,10,,,41.879781567906754,-87.65091167143014,
257,11227,JF104729,12/31/2021 12:00:00 AM,075XX S HOMAN AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,835,18,06,,,41.87157715590845,-87.71060357180505,
258,11245,JF104873,12/28/2021 08:42:00 PM,002XX E DELAWARE PL,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,N,N,1833,2,26,,,41.89907133552546,-87.62742833337646,
259,11249,JF105287,12/19/2021 03:00:00 PM,081XX S CALIFORNIA AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,835,18,11,,,41.8713894,-87.6961648,
260,11250,JF104823,12/30/2021 03:45:00 PM,017XX N CICERO AVE,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",COMMERCIAL / BUSINESS OFFICE,N,N,2533,37,11,,,41.9117435138517,-87.74602689542941,
261,11274,JF104972,12/03/2021 07:40:00 PM,016XX W RASCHER AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,2012,40,08B,,,41.9783676,-87.8101177,
262,11285,JF104933,12/28/2021 01:00:00 PM,030XX W LOGAN BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1414,32,14,,,41.9285049,-87.6926534,
263,11288,JF105428,12/23/2021 07:00:00 PM,006XX N CLARK ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1832,42,07,,,41.88290814207607,-87.63100747016932,
264,11299,JF105011,10/25/2021 03:11:00 PM,035XX W NORTH AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,N,N,1422,26,26,,,41.910989428571426,-87.63711871428572,
265,11324,JF103532,12/30/2021 01:49:00 PM,071XX S AVERS AVE,1585,SEX OFFENSE,OTHER,RESIDENCE,N,N,833,13,17,,,41.8078546,-87.7198827,
266,11370,JF105231,12/25/2021 08:00:00 AM,015XX E 76TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,411,5,08A,,,41.757009264455554,-87.58797871176716,
